lecturer_id,department,employment_type,years_experience,major_speciality,related_specialities,number_of_classes,trimester,week_number,teaching_hours_per_week,modules_count,total_students_enrolled,assessment_type_weight,thesis_students_count,hod_administrative_hours,active_research_projects,weekend_work_hours,grading_backlog_days,lms_activity_late_night_count,self_reported_fatigue,perceived_support_score,total_actual_weekly_hours,calculated_burnout_score,burnout_risk_category
UTB-LEC-029,BSc Travel & Tourism Management,FULL_TIME,8,Destination Marketing & Branding,"Quality Assurance, GIS & Spatial Mapping",5,2026-T2,6,17.6,3,275,1.5,4,0.0,2,5.3,4,4,9,4,51.4,80.1,CRITICAL
UTB-LEC-029,BSc Travel & Tourism Management,FULL_TIME,8,Destination Marketing & Branding,"Quality Assurance, GIS & Spatial Mapping",5,2026-T2,7,18.7,3,275,2.5,4,0.0,0,0.9,3,4,4,4,51.4,67.6,HIGH
UTB-LEC-029,BSc Travel & Tourism Management,FULL_TIME,8,Destination Marketing & Branding,"Quality Assurance, GIS & Spatial Mapping",5,2026-T2,8,17.4,3,275,1.0,6,0.0,1,1.9,1,1,4,5,41.5,51.1,MODERATE
UTB-LEC-029,BSc Travel & Tourism Management,FULL_TIME,8,Destination Marketing & Branding,"Quality Assurance, GIS & Spatial Mapping",5,2026-T2,9,18.6,3,275,2.0,3,0.0,0,1.8,1,0,5,2,50.4,70.7,HIGH
UTB-LEC-029,BSc Travel & Tourism Management,FULL_TIME,8,Destination Marketing & Branding,"Quality Assurance, GIS & Spatial Mapping",5,2026-T2,10,17.3,3,275,1.5,0,0.0,0,7.3,7,11,6,4,47.0,81.0,CRITICAL
UTB-LEC-029,BSc Travel & Tourism Management,FULL_TIME,8,Destination Marketing & Branding,"Quality Assurance, GIS & Spatial Mapping",5,2026-T2,11,17.9,3,275,2.0,4,0.0,0,5.3,4,11,7,1,54.0,98.0,CRITICAL
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,1,8.1,2,68,1.0,6,0.0,2,0.6,3,1,2,4,21.9,32.0,LOW
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,2,7.2,2,68,2.0,2,2.0,0,3.2,2,2,2,3,21.6,36.7,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,3,8.1,2,68,2.5,3,0.0,1,3.2,1,2,4,3,27.1,46.8,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,4,6.9,2,68,1.5,8,0.0,1,1.0,3,3,3,1,21.7,45.4,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,5,8.0,2,68,1.5,3,0.0,0,7.9,5,8,10,5,25.5,67.7,HIGH
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,6,7.4,2,68,1.5,3,0.0,2,9.0,5,4,6,4,29.6,59.0,HIGH
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,7,8.1,2,68,2.0,7,2.0,0,2.9,0,3,4,2,25.1,40.0,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,8,6.9,2,68,1.5,6,0.0,0,2.9,3,0,6,4,20.7,39.0,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,9,7.1,2,68,2.0,1,2.0,0,2.9,2,1,4,4,22.0,30.9,LOW
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,10,8.1,2,68,2.0,8,0.0,1,5.8,8,9,10,5,28.7,72.7,HIGH
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T1,11,7.7,2,68,2.0,4,0.0,0,5.1,6,10,7,4,25.2,61.3,HIGH
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,1,7.2,2,68,1.5,3,0.0,0,3.8,1,3,5,4,19.5,39.2,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,2,7.0,2,68,1.5,2,2.0,2,3.7,1,3,2,2,25.6,47.1,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,3,8.0,2,68,2.0,2,0.0,0,3.9,1,4,4,5,22.7,40.9,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,4,7.4,2,68,1.5,5,0.0,1,3.0,3,4,4,5,23.2,38.0,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,5,8.1,2,68,2.0,4,0.0,2,8.3,6,5,9,2,31.4,72.6,HIGH
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,6,8.2,2,68,1.5,5,0.0,0,6.0,4,11,10,5,25.6,67.3,HIGH
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,7,6.9,2,68,2.0,7,2.0,0,1.0,1,1,2,4,21.8,27.8,LOW
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,8,6.9,2,68,1.5,5,0.0,0,3.2,3,1,3,3,20.5,36.5,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,9,7.1,2,68,2.5,1,0.0,1,0.7,0,3,5,1,19.2,46.4,MODERATE
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,10,8.4,2,68,1.5,1,2.0,0,5.7,4,11,10,4,25.9,74.5,HIGH
UTB-LEC-030,Bachelor of Business Management,FULL_TIME,19,Entrepreneurship & Innovation,"Public Speaking & Pedagogy, Digital Marketing",2,2026-T2,11,8.0,2,68,1.5,0,0.0,0,9.9,3,4,7,1,26.5,64.3,HIGH
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,1,7.6,2,82,1.0,5,0.0,1,1.2,3,4,6,4,21.4,44.7,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,2,9.1,2,82,2.0,5,2.0,0,3.1,2,4,4,3,28.4,50.6,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,3,9.4,2,82,2.0,8,0.0,0,1.9,2,3,3,1,26.4,51.0,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,4,8.5,2,82,2.5,4,0.0,1,0.6,0,0,2,3,24.1,34.3,LOW
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,5,9.4,2,82,1.5,2,2.0,0,8.6,6,11,9,5,30.0,71.0,HIGH
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,6,7.9,2,82,1.0,2,0.0,0,4.0,10,7,7,1,20.5,68.5,HIGH
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,7,8.7,2,82,2.5,2,8.0,0,0.8,1,3,6,3,30.9,52.3,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,8,8.4,2,82,1.0,7,2.0,1,0.1,0,2,4,1,25.3,49.7,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,9,7.7,2,82,2.0,8,0.0,0,2.6,2,4,5,3,24.3,48.6,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,10,7.5,2,82,1.5,3,0.0,0,8.6,10,10,6,1,24.3,72.7,HIGH
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T1,11,8.1,2,82,1.5,3,0.0,1,7.6,4,7,10,2,27.3,72.7,HIGH
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,1,7.6,2,82,2.0,2,2.0,0,0.4,2,0,2,1,21.5,42.0,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,2,7.5,2,82,2.0,5,0.0,0,3.4,1,1,2,4,22.4,31.3,LOW
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,3,8.1,2,82,1.5,6,0.0,0,1.6,3,4,6,4,19.8,44.3,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,4,8.0,2,82,2.5,4,0.0,0,2.2,0,2,3,1,22.0,43.7,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,5,8.5,2,82,1.5,5,4.0,0,7.3,5,8,7,3,30.9,68.3,HIGH
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,6,8.8,2,82,1.5,5,0.0,0,9.3,6,5,10,2,30.0,75.1,CRITICAL
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,7,8.9,2,82,2.0,4,2.0,0,2.5,2,4,2,1,24.7,50.2,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,8,8.1,2,82,1.5,4,0.0,0,3.5,0,4,6,3,21.4,51.5,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,9,9.4,2,82,1.0,3,0.0,0,1.7,0,1,2,1,21.2,37.7,MODERATE
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,10,9.5,2,82,1.0,6,0.0,0,5.5,4,8,10,1,26.5,78.6,CRITICAL
UTB-LEC-031,BSc Information Technology,FULL_TIME,3,Enterprise Database Administration,"Research Methodology, Digital Marketing",2,2026-T2,11,7.7,2,82,2.5,4,8.0,0,4.3,7,4,9,4,32.9,67.0,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,1,17.1,3,176,2.0,3,2.0,2,4.0,0,4,6,4,50.5,69.3,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,2,17.8,3,176,1.5,3,0.0,0,3.3,3,2,4,5,41.2,52.6,MODERATE
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,3,17.3,3,176,1.5,3,0.0,0,2.8,3,4,6,2,39.3,71.1,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,4,17.3,3,176,1.5,1,8.0,2,1.4,3,1,3,4,50.4,59.6,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,5,16.5,3,176,1.5,7,4.0,0,9.0,11,5,6,3,52.2,88.2,CRITICAL
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,6,17.7,3,176,1.0,2,0.0,2,7.6,9,9,8,4,47.9,91.2,CRITICAL
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,7,16.9,3,176,2.5,6,4.0,2,4.0,0,3,4,3,55.0,71.4,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,8,16.8,3,176,1.5,2,2.0,1,2.0,2,4,6,1,41.9,74.7,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,9,17.0,3,176,2.0,4,0.0,2,1.1,2,1,4,4,42.7,57.2,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,10,16.5,3,176,2.0,6,4.0,0,5.6,8,6,8,5,48.9,83.4,CRITICAL
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T1,11,17.1,3,176,1.0,2,2.0,2,9.1,8,6,7,1,49.3,90.5,CRITICAL
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,1,16.9,3,176,1.5,3,0.0,1,0.6,1,4,2,3,37.9,48.9,MODERATE
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,2,16.9,3,176,2.0,3,0.0,0,2.5,1,1,2,4,42.5,50.7,MODERATE
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,3,16.7,3,176,1.5,4,2.0,1,3.4,0,0,3,3,42.9,53.7,MODERATE
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,4,17.3,3,176,1.5,2,2.0,0,3.2,3,2,5,1,42.0,71.0,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,5,16.3,3,176,1.5,7,2.0,2,5.0,11,5,10,3,48.7,92.7,CRITICAL
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,6,17.9,3,176,1.5,5,0.0,2,4.2,7,9,10,5,47.7,89.1,CRITICAL
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,7,16.3,3,176,1.0,3,0.0,1,1.3,0,0,6,3,35.6,54.6,MODERATE
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,8,17.0,3,176,2.0,2,0.0,0,2.3,0,3,3,1,43.6,67.5,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,9,17.0,3,176,1.5,6,4.0,0,1.4,3,1,4,1,42.2,65.2,HIGH
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,10,16.8,3,176,1.5,3,0.0,0,8.7,9,9,8,4,45.0,83.8,CRITICAL
UTB-LEC-032,BSc Computer Engineering,FULL_TIME,10,Distributed Systems & Parallel Computing,"GIS & Spatial Mapping, Financial Modeling",4,2026-T2,11,16.6,3,176,1.5,2,0.0,1,6.0,3,8,7,3,43.0,76.1,CRITICAL
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,1,7.2,2,106,2.5,7,0.0,1,2.0,1,0,3,5,28.0,31.5,LOW
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,2,8.5,2,106,2.0,5,0.0,2,2.9,1,2,5,3,29.6,49.9,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,3,7.6,2,106,1.5,3,2.0,2,2.3,1,0,6,2,28.8,49.5,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,4,7.1,2,106,1.0,2,0.0,1,1.7,3,0,2,3,19.7,35.4,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,5,8.7,2,106,1.5,3,2.0,0,6.1,11,6,6,4,28.5,62.3,HIGH
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,6,8.4,2,106,2.5,2,12.0,0,4.8,9,7,9,5,38.7,78.1,CRITICAL
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,7,8.2,2,106,1.0,3,0.0,0,3.0,1,2,3,2,19.8,40.7,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,8,7.8,2,106,2.0,4,2.0,1,0.7,2,1,4,1,25.4,51.7,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,9,8.3,2,106,1.0,7,0.0,0,1.6,0,4,4,2,23.6,48.9,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,10,7.1,2,106,2.0,1,8.0,2,8.5,7,8,10,5,37.9,76.2,CRITICAL
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T1,11,8.1,2,106,1.0,2,4.0,0,5.3,8,5,6,5,27.2,55.6,HIGH
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,1,7.2,2,106,2.5,6,0.0,0,3.7,3,4,4,3,25.1,49.2,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,2,8.1,2,106,1.5,5,0.0,0,0.4,3,4,3,3,22.4,45.2,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,3,8.3,2,106,1.0,5,0.0,0,2.8,1,4,4,1,21.8,53.7,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,4,6.8,2,106,2.5,4,0.0,0,3.9,0,4,6,4,24.7,46.1,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,5,8.4,2,106,1.5,6,0.0,0,4.6,7,9,7,4,26.2,66.8,HIGH
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,6,8.7,2,106,1.5,4,0.0,1,7.0,11,11,9,1,28.8,89.6,CRITICAL
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,7,8.4,2,106,1.5,3,2.0,0,0.3,1,3,3,4,22.9,35.2,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,8,7.3,2,106,1.0,1,0.0,0,1.4,1,2,5,1,17.4,47.6,MODERATE
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,9,7.9,2,106,2.0,3,0.0,2,1.6,3,3,5,1,28.5,58.4,HIGH
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,10,7.3,2,106,2.0,4,0.0,0,4.2,4,10,10,3,24.9,71.9,HIGH
UTB-LEC-033,BSc Transport & Logistics Mgmt,FULL_TIME,7,Port & Warehouse Terminal Operations,"Research Methodology, Public Speaking & Pedagogy",2,2026-T2,11,7.6,2,106,1.0,1,0.0,0,5.2,7,9,7,2,20.6,67.9,HIGH
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,1,8.5,2,80,1.5,7,0.0,0,0.7,3,0,2,2,20.8,37.0,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,2,8.6,2,80,1.5,8,0.0,0,3.0,0,3,3,3,22.7,40.1,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,3,9.4,2,80,1.0,6,0.0,1,0.7,3,0,2,3,23.3,36.1,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,4,9.6,2,80,2.0,5,4.0,0,2.1,0,2,6,2,28.8,53.5,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,5,8.0,2,80,2.0,3,0.0,0,9.1,7,5,6,4,26.6,57.4,HIGH
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,6,9.7,2,80,2.0,2,0.0,0,9.5,6,11,6,1,31.9,79.9,CRITICAL
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,7,9.8,2,80,1.5,2,0.0,1,3.7,3,0,6,5,24.8,41.7,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,8,8.0,2,80,1.5,2,0.0,1,2.2,1,2,6,4,23.2,44.2,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,9,8.2,2,80,1.0,4,2.0,1,1.8,2,4,2,1,23.1,50.1,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,10,8.2,2,80,1.5,7,2.0,1,7.5,10,7,10,2,31.9,85.2,CRITICAL
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T1,11,8.7,2,80,2.0,7,2.0,0,6.5,5,8,9,5,30.5,69.3,HIGH
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T2,1,8.7,2,80,2.0,6,2.0,0,1.2,1,1,4,4,25.6,37.6,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T2,2,7.9,2,80,2.0,1,0.0,0,1.4,1,0,2,5,20.5,26.9,LOW
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T2,3,8.3,2,80,1.5,2,4.0,1,3.0,3,2,2,4,27.3,38.8,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T2,4,8.9,2,80,2.0,4,0.0,1,0.7,1,4,4,2,24.7,46.5,MODERATE
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T2,5,9.0,2,80,1.0,5,0.0,1,7.7,6,8,9,2,28.4,77.1,CRITICAL
UTB-LEC-034,BA Hotel & Restaurant Management,FULL_TIME,2,Hotel Asset Management & Quality Audit,"Quality Assurance, Project Management (PMP)",2,2026-T2,6,7.9,2,80,1.5,3,0.0,0,8.3,7,7,7,3,25.8,62.9,HIGH
